text,topic,source_type,source_credibility,article_length,contradiction_score,semantic_similarity,readability_score,sentiment,trust_score
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Research Paper,9,3758,0.64,0.6,92.57,Neutral,82.36
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Blog,4,2576,0.08,0.95,74.01,Negative,64.73
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Social Media Post,3,265,0.44,0.7,77.99,Negative,41.98
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,News Article,6,3884,0.71,0.8,45.1,Negative,56.56
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Social Media Post,3,922,0.89,0.75,70.83,Negative,32.89
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Blog,4,1337,0.62,0.97,97.2,Neutral,58.17
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Blog,4,4772,0.72,0.99,50.69,Negative,40.11
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Blog,4,4014,0.16,0.93,88.94,Negative,65.48
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Research Paper,9,1221,0.08,0.95,33.42,Neutral,92.4
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Educational Website,7,3340,0.2,0.81,80.05,Neutral,79.52
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Blog,4,1938,0.43,0.7,73.77,Negative,53.38
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Government Website,8,1358,0.45,0.75,94.99,Negative,87.88
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Research Paper,9,2315,0.64,0.47,73.65,Positive,78.69
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,News Article,6,4729,0.01,0.53,72.07,Neutral,72.9
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Government Website,8,3197,0.84,0.86,92.07,Neutral,78.12
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,4010,0.87,0.91,67.17,Positive,80.41
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Research Paper,9,4994,0.27,0.56,35.05,Positive,82.25
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,News Article,6,1722,0.92,0.79,89.75,Neutral,59.2
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Research Paper,9,3741,0.14,0.56,48.92,Negative,93.58
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Government Website,8,1419,0.53,0.85,53.53,Negative,77.9
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Blog,4,503,0.71,0.82,59.3,Negative,41.68
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,News Article,6,578,0.35,0.48,91.92,Positive,65.09
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Government Website,8,777,0.94,0.89,34.59,Positive,69.34
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Blog,4,4258,0.66,0.56,69.74,Negative,35.69
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Government Website,8,2173,0.02,0.9,30.48,Negative,85.99
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Blog,4,1697,0.56,0.68,67.76,Neutral,44.28
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Educational Website,7,1796,0.15,0.49,95.33,Neutral,82.83
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,News Article,6,4787,0.28,0.54,45.38,Neutral,57.97
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Blog,4,3366,0.5,0.48,93.22,Negative,51.29
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Research Paper,9,102,0.84,0.55,38.0,Negative,66.47
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Government Website,8,4768,0.1,0.41,32.12,Positive,73.92
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Blog,4,992,0.82,0.78,31.91,Positive,31.22
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Educational Website,7,3762,0.2,0.74,50.15,Positive,76.98
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Educational Website,7,3234,0.55,0.49,84.25,Positive,69.27
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Blog,4,4744,0.99,0.41,58.68,Neutral,27.97
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Government Website,8,3707,0.09,0.73,34.18,Positive,86.85
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Research Paper,9,1055,0.76,0.62,77.52,Neutral,83.95
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Blog,4,259,0.96,0.89,81.9,Neutral,46.99
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Research Paper,9,287,0.63,0.9,90.14,Negative,94.62
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Social Media Post,3,1313,0.55,0.78,39.77,Negative,36.36
